,agency_name,unit_appropriation_name,object_class_name,total_amount,bn_dol
712,DEPARTMENT OF EDUCATION,UNIVERSAL PRE-K - PS,FULL TIME SALARIED,535277504,0.535277504
713,DEPARTMENT OF EDUCATION,UNIVERSAL PRE-K - PS,OTHER SALARIED,1768,1.768e-06
714,DEPARTMENT OF EDUCATION,UNIVERSAL PRE-K - PS,UNSALARIED,1761612,0.001761612
715,DEPARTMENT OF EMERGENCY MANAGEMENT,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,157466369,0.157466369
716,DEPARTMENT OF EMERGENCY MANAGEMENT,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,66460,6.646e-05
717,DEPARTMENT OF EMERGENCY MANAGEMENT,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,26204341,0.026204341
718,DEPARTMENT OF EMERGENCY MANAGEMENT,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,1798383,0.001798383
719,DEPARTMENT OF EMERGENCY MANAGEMENT,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,3541230,0.00354123
720,DEPARTMENT OF EMERGENCY MANAGEMENT,PERSONAL SERVICES,ADDITIONAL GROSS PAY,615559,0.000615559
721,DEPARTMENT OF EMERGENCY MANAGEMENT,PERSONAL SERVICES,AMOUNTS TO BE SCHEDULED,18450,1.845e-05
722,DEPARTMENT OF EMERGENCY MANAGEMENT,PERSONAL SERVICES,FRINGE BENEFITS,5118064,0.005118064
723,DEPARTMENT OF EMERGENCY MANAGEMENT,PERSONAL SERVICES,FULL TIME SALARIED,26086373,0.026086373
724,DEPARTMENT OF EMERGENCY MANAGEMENT,PERSONAL SERVICES,UNSALARIED,205908,0.000205908
725,DEPARTMENT OF EMPLOYMENT,NON-CITY OTPS,OTHER SERVICES AND CHARGES,0,0.0
726,DEPARTMENT OF EMPLOYMENT,NON-CITY OTPS,SUPPLIES AND MATERIALS,0,0.0
727,DEPARTMENT OF EMPLOYMENT,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,0,0.0
728,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CENTRAL UTILITY,ADDITIONAL GROSS PAY,4984803,0.004984803
729,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CENTRAL UTILITY,FULL TIME SALARIED,85718847,0.085718847
730,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CENTRAL UTILITY,OTHER SALARIED,34127,3.4127e-05
731,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CENTRAL UTILITY,UNSALARIED,3399185,0.003399185
732,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT,ADDITIONAL GROSS PAY,1996224,0.001996224
733,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT,FULL TIME SALARIED,25904358,0.025904358
734,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT,UNSALARIED,199141,0.000199141
735,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT -OTPS,CONTRACTUAL SERVICES,38455134,0.038455134
736,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT -OTPS,FIXED & MISCELLANEOUS CHARGES,6614507,0.006614507
737,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT -OTPS,OTHER SERVICES AND CHARGES,13013540,0.01301354
738,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT -OTPS,PROPERTY AND EQUIPMENT,280510,0.00028051
739,DEPARTMENT OF ENVIRONMENTAL PROTECTION,ENVIRONMENTAL MANAGEMENT -OTPS,SUPPLIES AND MATERIALS,2075435,0.002075435
740,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE & SUPPORT-OTPS,CONTRACTUAL SERVICES,35660144,0.035660144
741,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE & SUPPORT-OTPS,FIXED & MISCELLANEOUS CHARGES,158506,0.000158506
742,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE & SUPPORT-OTPS,OTHER SERVICES AND CHARGES,42330460,0.04233046
743,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE & SUPPORT-OTPS,PROPERTY AND EQUIPMENT,1453232,0.001453232
744,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE & SUPPORT-OTPS,SUPPLIES AND MATERIALS,3702423,0.003702423
745,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE AND SUPPORT,ADDITIONAL GROSS PAY,3326112,0.003326112
746,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE AND SUPPORT,AMOUNTS TO BE SCHEDULED,2869,2.869e-06
747,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE AND SUPPORT,FULL TIME SALARIED,54046662,0.054046662
748,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE AND SUPPORT,OTHER SALARIED,109007,0.000109007
749,DEPARTMENT OF ENVIRONMENTAL PROTECTION,EXECUTIVE AND SUPPORT,UNSALARIED,2128390,0.00212839
750,DEPARTMENT OF ENVIRONMENTAL PROTECTION,UTILITY - OTPS,CONTRACTUAL SERVICES,240147213,0.240147213
751,DEPARTMENT OF ENVIRONMENTAL PROTECTION,UTILITY - OTPS,FIXED & MISCELLANEOUS CHARGES,169655150,0.16965515
752,DEPARTMENT OF ENVIRONMENTAL PROTECTION,UTILITY - OTPS,OTHER SERVICES AND CHARGES,238401793,0.238401793
753,DEPARTMENT OF ENVIRONMENTAL PROTECTION,UTILITY - OTPS,PROPERTY AND EQUIPMENT,44189207,0.044189207
754,DEPARTMENT OF ENVIRONMENTAL PROTECTION,UTILITY - OTPS,SUPPLIES AND MATERIALS,149111887,0.149111887
755,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WASTEWATER TREATMENT,ADDITIONAL GROSS PAY,41891387,0.041891387
756,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WASTEWATER TREATMENT,FRINGE BENEFITS,3388933,0.003388933
757,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WASTEWATER TREATMENT,FULL TIME SALARIED,197029758,0.197029758
758,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WASTEWATER TREATMENT,OTHER SALARIED,15184,1.5184e-05
759,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WASTEWATER TREATMENT,UNSALARIED,610549,0.000610549
760,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,ADDITIONAL GROSS PAY,27386532,0.027386532
761,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,AMOUNTS TO BE SCHEDULED,3122,3.122e-06
762,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,FRINGE BENEFITS,211821,0.000211821
763,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,FULL TIME SALARIED,236705548,0.236705548
764,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,OTHER SALARIED,43026,4.3026e-05
765,DEPARTMENT OF ENVIRONMENTAL PROTECTION,WATER SUP. & WASTEWATER COLL,UNSALARIED,3245964,0.003245964
766,DEPARTMENT OF FINANCE,ADMINISTRATION & PLANNING,ADDITIONAL GROSS PAY,1359046,0.001359046
767,DEPARTMENT OF FINANCE,ADMINISTRATION & PLANNING,FULL TIME SALARIED,48724883,0.048724883
768,DEPARTMENT OF FINANCE,ADMINISTRATION & PLANNING,OTHER SALARIED,95138,9.5138e-05
769,DEPARTMENT OF FINANCE,ADMINISTRATION & PLANNING,UNSALARIED,13538,1.3538e-05
770,DEPARTMENT OF FINANCE,ADMINISTRATION-OTPS,CONTRACTUAL SERVICES,35882371,0.035882371
771,DEPARTMENT OF FINANCE,ADMINISTRATION-OTPS,FIXED & MISCELLANEOUS CHARGES,24654,2.4654e-05
772,DEPARTMENT OF FINANCE,ADMINISTRATION-OTPS,OTHER SERVICES AND CHARGES,56779126,0.056779126
773,DEPARTMENT OF FINANCE,ADMINISTRATION-OTPS,PROPERTY AND EQUIPMENT,688848,0.000688848
774,DEPARTMENT OF FINANCE,ADMINISTRATION-OTPS,SUPPLIES AND MATERIALS,9336881,0.009336881
775,DEPARTMENT OF FINANCE,AUDIT,ADDITIONAL GROSS PAY,2459170,0.00245917
776,DEPARTMENT OF FINANCE,AUDIT,FULL TIME SALARIED,28344366,0.028344366
777,DEPARTMENT OF FINANCE,AUDIT,OTHER SALARIED,6903,6.903e-06
778,DEPARTMENT OF FINANCE,AUDIT,UNSALARIED,2200,2.2e-06
779,DEPARTMENT OF FINANCE,AUDIT-OTPS,CONTRACTUAL SERVICES,184108,0.000184108
780,DEPARTMENT OF FINANCE,AUDIT-OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
781,DEPARTMENT OF FINANCE,AUDIT-OTPS,OTHER SERVICES AND CHARGES,37054,3.7054e-05
782,DEPARTMENT OF FINANCE,AUDIT-OTPS,PROPERTY AND EQUIPMENT,366076,0.000366076
783,DEPARTMENT OF FINANCE,AUDIT-OTPS,SUPPLIES AND MATERIALS,101068,0.000101068
784,DEPARTMENT OF FINANCE,CITY SHERIFF,ADDITIONAL GROSS PAY,2033351,0.002033351
785,DEPARTMENT OF FINANCE,CITY SHERIFF,FRINGE BENEFITS,496864,0.000496864
786,DEPARTMENT OF FINANCE,CITY SHERIFF,FULL TIME SALARIED,24385006,0.024385006
787,DEPARTMENT OF FINANCE,CITY SHERIFF,UNSALARIED,16390,1.639e-05
788,DEPARTMENT OF FINANCE,CITY SHERIFF-OTPS,CONTRACTUAL SERVICES,19661921,0.019661921
789,DEPARTMENT OF FINANCE,CITY SHERIFF-OTPS,FIXED & MISCELLANEOUS CHARGES,931,9.31e-07
790,DEPARTMENT OF FINANCE,CITY SHERIFF-OTPS,OTHER SERVICES AND CHARGES,1465310,0.00146531
791,DEPARTMENT OF FINANCE,CITY SHERIFF-OTPS,PROPERTY AND EQUIPMENT,457211,0.000457211
792,DEPARTMENT OF FINANCE,CITY SHERIFF-OTPS,SUPPLIES AND MATERIALS,975139,0.000975139
793,DEPARTMENT OF FINANCE,LEGAL,ADDITIONAL GROSS PAY,438050,0.00043805
794,DEPARTMENT OF FINANCE,LEGAL,FULL TIME SALARIED,6076799,0.006076799
795,DEPARTMENT OF FINANCE,LEGAL,UNSALARIED,309,3.09e-07
796,DEPARTMENT OF FINANCE,LEGAL-OTPS,CONTRACTUAL SERVICES,453849,0.000453849
797,DEPARTMENT OF FINANCE,LEGAL-OTPS,FIXED & MISCELLANEOUS CHARGES,550,5.5e-07
798,DEPARTMENT OF FINANCE,LEGAL-OTPS,OTHER SERVICES AND CHARGES,6400,6.4e-06
799,DEPARTMENT OF FINANCE,LEGAL-OTPS,PROPERTY AND EQUIPMENT,71185,7.1185e-05
800,DEPARTMENT OF FINANCE,LEGAL-OTPS,SUPPLIES AND MATERIALS,2320,2.32e-06
801,DEPARTMENT OF FINANCE,OPERATIONS,ADDITIONAL GROSS PAY,1177553,0.001177553
802,DEPARTMENT OF FINANCE,OPERATIONS,AMOUNTS TO BE SCHEDULED,2858,2.858e-06
803,DEPARTMENT OF FINANCE,OPERATIONS,FULL TIME SALARIED,21739164,0.021739164
804,DEPARTMENT OF FINANCE,OPERATIONS,OTHER SALARIED,1018,1.018e-06
805,DEPARTMENT OF FINANCE,OPERATIONS,UNSALARIED,4056,4.056e-06
806,DEPARTMENT OF FINANCE,OPERATIONS-OTPS,CONTRACTUAL SERVICES,37510676,0.037510676
807,DEPARTMENT OF FINANCE,OPERATIONS-OTPS,FIXED & MISCELLANEOUS CHARGES,11512,1.1512e-05
808,DEPARTMENT OF FINANCE,OPERATIONS-OTPS,OTHER SERVICES AND CHARGES,1469144,0.001469144
809,DEPARTMENT OF FINANCE,OPERATIONS-OTPS,PROPERTY AND EQUIPMENT,310614,0.000310614
810,DEPARTMENT OF FINANCE,OPERATIONS-OTPS,SUPPLIES AND MATERIALS,5727788,0.005727788
811,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU,ADDITIONAL GROSS PAY,283603,0.000283603
812,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU,FULL TIME SALARIED,4188782,0.004188782
813,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU,OTHER SALARIED,5000,5e-06
814,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU,UNSALARIED,5121767,0.005121767
815,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU OTPS,CONTRACTUAL SERVICES,653690,0.00065369
816,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU OTPS,FIXED & MISCELLANEOUS CHARGES,15,1.5e-08
817,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU OTPS,OTHER SERVICES AND CHARGES,62211,6.2211e-05
818,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU OTPS,PROPERTY AND EQUIPMENT,10862,1.0862e-05
819,DEPARTMENT OF FINANCE,PARKING VIOLATIONS BUREAU OTPS,SUPPLIES AND MATERIALS,115717,0.000115717
820,DEPARTMENT OF FINANCE,PROPERTY,ADDITIONAL GROSS PAY,1078932,0.001078932
821,DEPARTMENT OF FINANCE,PROPERTY,AMOUNTS TO BE SCHEDULED,1102,1.102e-06
822,DEPARTMENT OF FINANCE,PROPERTY,FRINGE BENEFITS,2030,2.03e-06
823,DEPARTMENT OF FINANCE,PROPERTY,FULL TIME SALARIED,28846359,0.028846359
824,DEPARTMENT OF FINANCE,PROPERTY,OTHER SALARIED,159,1.59e-07
825,DEPARTMENT OF FINANCE,PROPERTY,UNSALARIED,2080,2.08e-06
826,DEPARTMENT OF FINANCE,PROPERTY-OTPS,CONTRACTUAL SERVICES,5130627,0.005130627
827,DEPARTMENT OF FINANCE,PROPERTY-OTPS,FIXED & MISCELLANEOUS CHARGES,700,7e-07
828,DEPARTMENT OF FINANCE,PROPERTY-OTPS,OTHER SERVICES AND CHARGES,351249,0.000351249
829,DEPARTMENT OF FINANCE,PROPERTY-OTPS,PROPERTY AND EQUIPMENT,82939,8.2939e-05
830,DEPARTMENT OF FINANCE,PROPERTY-OTPS,SUPPLIES AND MATERIALS,103950,0.00010395
831,DEPARTMENT OF FINANCE,TAX APPEALS TRIBUNAL - OTPS,OTHER SERVICES AND CHARGES,0,0.0
832,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALCHOLISM SERVICES,OTHER SERVICES AND CHARGES,0,0.0
833,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ALCHOLISM SERVICES,SOCIAL SERVICES,0,0.0
834,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",CONTRACTUAL SERVICES,129614466,0.129614466
835,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",FIXED & MISCELLANEOUS CHARGES,500,5e-07
836,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",OTHER SERVICES AND CHARGES,11401502,0.011401502
837,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",PROPERTY AND EQUIPMENT,71000,7.1e-05
838,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",SOCIAL SERVICES,1425790,0.00142579
839,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ALCOHOL&DRUG USE PREVENT, CARE TREATMENT",SUPPLIES AND MATERIALS,531850,0.00053185
840,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY& COMM WELLNESS-PS,ADDITIONAL GROSS PAY,610883,0.000610883
841,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY& COMM WELLNESS-PS,FRINGE BENEFITS,3988,3.988e-06
842,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY& COMM WELLNESS-PS,FULL TIME SALARIED,25024051,0.025024051
843,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY& COMM WELLNESS-PS,UNSALARIED,618701,0.000618701
844,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP,CONTRACTUAL SERVICES,48928198,0.048928198
845,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP,FIXED & MISCELLANEOUS CHARGES,5202,5.202e-06
846,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP,OTHER SERVICES AND CHARGES,41877834,0.041877834
847,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP,PROPERTY AND EQUIPMENT,881634,0.000881634
848,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CENTER FOR HLTH EQUITY&COMM WELLNESS-OTP,SUPPLIES AND MATERIALS,1583229,0.001583229
849,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVELOPMENT DISABILITY - OTPS,CONTRACTUAL SERVICES,9111245,0.009111245
850,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVELOPMENT DISABILITY - OTPS,OTHER SERVICES AND CHARGES,193310,0.00019331
851,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVELOPMENT DISABILITY - OTPS,SOCIAL SERVICES,0,0.0
852,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DEVELOPMENT DISABILITY - OTPS,SUPPLIES AND MATERIALS,0,0.0
853,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,CONTRACTUAL SERVICES,368933794,0.368933794
854,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,FIXED & MISCELLANEOUS CHARGES,49134,4.9134e-05
855,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,OTHER SERVICES AND CHARGES,100412010,0.10041201
856,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,PROPERTY AND EQUIPMENT,1765956,0.001765956
857,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,SOCIAL SERVICES,0,0.0
858,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - OTPS,SUPPLIES AND MATERIALS,22808249,0.022808249
859,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - PS,ADDITIONAL GROSS PAY,7102195,0.007102195
860,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - PS,FRINGE BENEFITS,57039,5.7039e-05
861,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - PS,FULL TIME SALARIED,119424925,0.119424925
862,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,DISEASE CONTROL - PS,UNSALARIED,7695130,0.00769513
863,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION  O.T.P.S.,OTHER SERVICES AND CHARGES,0,0.0
864,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION  O.T.P.S.,SOCIAL SERVICES,0,0.0
865,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION  O.T.P.S.,SUPPLIES AND MATERIALS,0,0.0
866,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,CONTRACTUAL SERVICES,307626066,0.307626066
867,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,FIXED & MISCELLANEOUS CHARGES,2420,2.42e-06
868,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,OTHER SERVICES AND CHARGES,4249444,0.004249444
869,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,PROPERTY AND EQUIPMENT,6891,6.891e-06
870,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,SOCIAL SERVICES,17411,1.7411e-05
871,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - OTPS,SUPPLIES AND MATERIALS,215568,0.000215568
872,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - PS,ADDITIONAL GROSS PAY,916689,0.000916689
873,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - PS,FULL TIME SALARIED,18256002,0.018256002
874,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EARLY INTERVENTION - PS,UNSALARIED,266551,0.000266551
875,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,CONTRACTUAL SERVICES,34386424,0.034386424
876,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,FIXED & MISCELLANEOUS CHARGES,3750,3.75e-06
877,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,OTHER SERVICES AND CHARGES,9779666,0.009779666
878,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,PROPERTY AND EQUIPMENT,418945,0.000418945
879,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,SOCIAL SERVICES,0,0.0
880,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - OTPS,SUPPLIES AND MATERIALS,2166443,0.002166443
881,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - PS,ADDITIONAL GROSS PAY,7037266,0.007037266
882,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - PS,FRINGE BENEFITS,1895,1.895e-06
883,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - PS,FULL TIME SALARIED,75632810,0.07563281
884,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ENVIRONMENTAL HEALTH - PS,UNSALARIED,1421757,0.001421757
885,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - OTPS,CONTRACTUAL SERVICES,2553957,0.002553957
886,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - OTPS,FIXED & MISCELLANEOUS CHARGES,10888,1.0888e-05
887,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - OTPS,OTHER SERVICES AND CHARGES,7450567,0.007450567
888,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - OTPS,PROPERTY AND EQUIPMENT,56155,5.6155e-05
889,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - OTPS,SUPPLIES AND MATERIALS,667883,0.000667883
890,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - PS,ADDITIONAL GROSS PAY,698654,0.000698654
891,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - PS,FRINGE BENEFITS,500,5e-07
892,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - PS,FULL TIME SALARIED,17344222,0.017344222
893,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EPIDEMIOLOGY - PS,UNSALARIED,1155294,0.001155294
894,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,CONTRACTUAL SERVICES,46576480,0.04657648
895,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,FIXED & MISCELLANEOUS CHARGES,148320,0.00014832
896,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,OTHER SERVICES AND CHARGES,78604901,0.078604901
897,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,PROPERTY AND EQUIPMENT,758820,0.00075882
898,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,SOCIAL SERVICES,0,0.0
899,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - OTPS,SUPPLIES AND MATERIALS,2271633,0.002271633
900,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - PS,ADDITIONAL GROSS PAY,4457675,0.004457675
901,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - PS,AMOUNTS TO BE SCHEDULED,-5188464,-0.005188464
902,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - PS,FRINGE BENEFITS,337647,0.000337647
903,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - PS,FULL TIME SALARIED,54026888,0.054026888
904,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FAMILY & CHILD HEALTH - PS,UNSALARIED,86998176,0.086998176
905,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,CONTRACTUAL SERVICES,31414000,0.031414
906,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,FIXED & MISCELLANEOUS CHARGES,57220,5.722e-05
907,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,OTHER SERVICES AND CHARGES,139313023,0.139313023
908,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,PROPERTY AND EQUIPMENT,5539102,0.005539102
909,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,SOCIAL SERVICES,0,0.0
910,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - OTPS,SUPPLIES AND MATERIALS,11509719,0.011509719
911,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,ADDITIONAL GROSS PAY,4212946,0.004212946
912,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,AMOUNTS TO BE SCHEDULED,132254,0.000132254
913,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,FRINGE BENEFITS,364918,0.000364918
914,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,FULL TIME SALARIED,61698404,0.061698404
915,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,OTHER SALARIED,7104,7.104e-06
916,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH ADMINISTRATION - PS,UNSALARIED,2483672,0.002483672
917,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MENTAL HEALTH,CONTRACTUAL SERVICES,483401153,0.483401153
918,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MENTAL HEALTH,FIXED & MISCELLANEOUS CHARGES,0,0.0
